Orthogroup,GeneID,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9
OG0005442,Montipora_capitata_HIv3___RNAseq.g35495.t1,5.007291705805232,4.957077928177102,5.1189905100176265,5.085685760707731,5.098505222165622,5.1537475464328395,2.892281151462325,4.071637133059869,4.152993415309394
OG0005443,Montipora_capitata_HIv3___RNAseq.g23448.t1,5.8401863941282155,5.6686672787322605,5.761453395570479,5.951351142347507,5.848162161314841,5.871429894497356,5.569651660701087,5.304189301614064,5.751742055452903
OG0005444,Montipora_capitata_HIv3___RNAseq.g8997.t1,5.1187596035164304,4.885905388407584,4.858370090927328,5.084804635275968,5.06224283906462,5.196582931296302,5.026051437440841,4.991878965787954,5.081111735134365
OG0005445,Montipora_capitata_HIv3___RNAseq.g32214.t1,7.248098042045556,7.153837865307594,7.207779071209061,7.328387358650196,7.332664087334513,7.248611167274489,6.111900402183639,5.96068690203377,6.375088315358789
OG0005446,Montipora_capitata_HIv3___RNAseq.g27579.t1,5.726428644127183,5.751128886156176,5.706321774308125,5.372698986629626,5.461704677830099,5.3414363779393295,6.011580900196195,6.135676627635752,5.86950416995793
OG0005447,Montipora_capitata_HIv3___RNAseq.g45250.t1,6.056460305501181,5.974428167689739,5.962536981517862,6.0870475675105515,6.153651739618558,6.020168795883369,4.859043321120306,5.453376763320424,5.57927145212205
OG0005448,Montipora_capitata_HIv3___RNAseq.g24634.t1,2.6469796239053403,2.6164039346420487,2.694136460744226,2.173546261515261,2.7337344701344097,2.501476702873576,1.8209366097465896,2.0546789699159147,2.511777550700718
OG0005449,Montipora_capitata_HIv3___RNAseq.g11779.t1,5.376787108613062,5.636101384160323,5.541831881475426,5.2494150577314835,5.463660746050117,5.299488901520276,6.438901100858416,6.143122965431127,5.955479834039541
OG0005450,Montipora_capitata_HIv3___RNAseq.g13077.t1,4.386387129712338,4.326622851580004,4.503706811359652,4.6962778199794775,4.707741541202896,4.488685128536319,4.4907870755914505,4.654441143749083,4.461978298729497
OG0005451,Montipora_capitata_HIv3___RNAseq.g27839.t1,3.150915558197529,3.3173830408475107,3.106379342857043,3.567444972973761,3.583531653072907,3.2420075882675854,3.719541268056589,4.384775121864043,3.73379482717258
OG0005452,Montipora_capitata_HIv3___TS.g26523.t2,6.846561125732244,6.70235558984905,6.52914351421706,6.770370637209889,6.66752286268583,6.639111717101661,5.781854522243406,6.050640627436499,6.47431056747149
OG0005453,Montipora_capitata_HIv3___RNAseq.g35108.t1,4.240669823964394,4.531648021268521,4.501967275851949,4.368691075727123,4.321004723349239,4.442047803982602,4.167519334788615,3.948357301218514,4.212162856368046
OG0005454,Montipora_capitata_HIv3___RNAseq.g9606.t1,0.3330877784373379,0.5908423087198511,0.4403859201775411,0.3597140581048414,0.35809091351403916,0.4414102803088306,1.1504172618464832,0.7810955398564448,1.0569392387868148
OG0005455,Montipora_capitata_HIv3___RNAseq.g9460.t1,3.691259844909869,3.483179445935899,3.5371087896260245,3.351059950320791,3.62808868434354,3.4875759199300735,2.20083031300968,2.958780405040732,3.105303085981819
OG0005456,Montipora_capitata_HIv3___RNAseq.g41936.t1,7.150990208994387,7.0386638460857105,7.04850745477838,6.897294293777448,6.814052748810459,6.714349450049061,6.490845292910207,6.787059189092552,6.96085215013889
OG0005457,Montipora_capitata_HIv3___TS.g16688.t2,8.440105796571194,8.237237351828835,8.090757260511394,7.776962266904121,7.657375986894518,7.663697248003559,8.333136277117253,8.356443027354644,8.139777129678095
OG0005458,Montipora_capitata_HIv3___TS.g18491.t1,5.156016412037584,4.9423004069537315,4.858941097367905,4.788965116700124,4.678434789781352,4.760502200006725,4.316449632210243,4.801750135452144,4.846621599387473
OG0005459,Montipora_capitata_HIv3___RNAseq.g49502.t1,3.61422163120358,3.4416355664501848,3.33024958380594,3.3679370942872864,3.5599250660912234,3.380385909342639,3.1323567613766694,3.070796807318211,3.178167081516319
OG0005460,Montipora_capitata_HIv3___RNAseq.g6125.t1,3.894580004148487,3.8512643419218144,3.928040824547661,3.951563788627901,3.9296358874391744,4.030151033071791,5.113856010460286,5.259198464394089,4.885524999958259
OG0005461,Montipora_capitata_HIv3___RNAseq.g30390.t1,4.129965333332673,4.213277321076525,4.098151021092179,4.176180470044713,3.817212097214528,3.9835809974976697,4.1416808811060175,4.3763184726663855,4.431837417166074
OG0005462,Montipora_capitata_HIv3___RNAseq.g38475.t1,3.730970841277888,3.782260587887754,3.764384879557909,3.898119683167408,3.984199472562519,3.716640954486047,3.1338129030037236,3.583959946788853,3.3402210017825156
