Orthogroup,GeneID,SRR14333319,SRR14333320,SRR14333321,SRR14333322,SRR14333323,SRR14333324,SRR14333325,SRR14333326,SRR14333327
OG0005442,SpisGene10345,4.145786280352735,4.702575745088593,4.458324742878291,3.0361662865860306,3.741401976861888,4.3490796876580875,3.345326910216177,2.943167448843505,2.6861585932227827
OG0005443,SpisGene10557,6.558650703146515,6.374797144568269,6.633499410828557,7.216417576580479,5.732648637891115,6.518404318979245,6.627429163424676,6.858440232178533,6.748756601235702
OG0005444,SpisGene19758,4.92215624125088,4.946021677153178,4.752597600385058,3.2147697703643203,4.352543429769243,5.25047648642096,3.05803136501125,5.3314039496304835,3.7900791807747343
OG0005445,SpisGene11961,7.2694478695208256,7.319544097066082,7.490883135076277,8.591771569208406,8.443298008122715,8.109547000321857,7.512379495700165,8.93405574642558,7.316810243994568
OG0005446,SpisGene13263,7.960645208125551,7.643202142210561,7.592122749943575,8.003388040635409,7.5623650476761695,7.764553311727465,8.88414562126352,9.124835480090262,8.560976389973128
OG0005447,SpisGene10155,3.2141924279156897,3.56842391295324,3.5854846352151535,3.338419858882841,3.184263043289941,3.678189966684947,2.7635369042895084,1.0537592105422642,1.4163854419239568
OG0005448,SpisGene14007,3.535006790146691,3.716058370641337,3.646210453580016,2.703777291379563,2.291094574868832,4.66200451706273,1.4601371469960875,0,2.3930937584478347
OG0005449,SpisGene11272,3.4247543196453716,3.923229750670226,3.5028667599239753,2.086810389989074,1.818668901898756,3.475681897601911,1.5797720426447184,1.7741877217258744,2.4095065593449565
OG0005450,SpisGene13602,3.815957675843156,4.410130630208743,3.9551399725637824,1.7642893575111749,1.8502900835538048,2.8548536347259645,2.65956457377971,1.989896195769731,1.901569024785757
OG0005451,SpisGene22229,3.9360856982362535,4.068983784921357,4.076077955814701,4.404672545147105,4.079451736345914,3.582319811103133,2.9971591474304065,3.010221134109964,2.426742382651182
OG0005452,SpisGene2466,4.67641398378364,5.2305458774494245,5.079664267876387,2.523039179033076,3.3763239823654847,3.554486925387225,4.15711340434551,2.646078452678293,2.7832831419844513
OG0005453,SpisGene1089,3.7285484250617738,3.5760303111714897,3.719387494822667,1.1826725181079794,0,1.3700216199336783,1.6402787498862623,2.244798352818065,1.7986238426850414
OG0005454,SpisGene3472,2.689087844874483,3.0111824372120157,3.451902288280895,1.036231021532687,0,1.5475904143869612,0,0,0.4907509468489337
OG0005455,SpisGene4069,3.697044504728124,4.099491218947499,3.899578355321634,3.3895968802181655,3.2703463892369893,3.4275718847010785,2.2011639223041506,1.5456068893636787,2.007144561092568
OG0005456,SpisGene1503,7.131264905675956,6.585168449000695,6.586624295977294,6.318509944947021,6.7121284873709435,6.759164787115679,5.525546243321534,7.317626977599087,6.627202006773508
OG0005457,SpisGene3216,4.704442259495608,4.902407946123528,4.8031922942153775,4.112207139035227,3.903978122638565,4.486957680692412,3.707979671161912,3.612908861859935,3.707841528304693
OG0005458,SpisGene474,2.3248891812313066,2.657907451943205,3.0240226075217467,1.5479651663874057,0,2.564345079984989,0.9784902460956588,1.2222634966867434,1.4163803798255346
OG0005459,SpisGene18587,3.3286084569281464,3.842153352742077,3.4359208265534757,2.060752609155193,3.0544049483888545,3.302539744943126,2.4875929631999885,2.9261547839142037,3.1959317621827377
OG0005460,SpisGene17205,4.294442021533816,4.919532091859362,4.818534509141514,0.7690922112968911,1.3117431374097237,2.075939309978411,1.8744831817205037,0.9037632519094808,1.7184814341167045
