Unique_ID,Protein.Accession,Larva_4,Larva_5,Larva_6,Larva_8,Larva_9,Spat_2,Spat_3,Spat_4,Spat_5,Spat_6
Spis_Protein3016,A0A2B4SD75,74964.06909,48927.96633,653682.0406,586495.6296,3869.682663,230209.0567,2632225.301,5972224.7,8047279.688,2068806.946
Spis_Protein3017,A0A2B4SD85,22442.50995,327880.4226,2685778.346,2829436.09,227928.5344,388500.296,225347.4679,89735.85893,2526838.438,2750677.391
Spis_Protein3018,A0A2B4SD87,473438.6035,36477.4467,968303.2499,34393.33049,52897.79389,627866.4339,6745.459838,698428.7926,426284.7671,964504.7806
Spis_Protein3019,A0A2B4SD92,20620.44058,349958452.7,30969670.85,25099422.44,8038899.835,98793876.38,2740329.544,2558244.04,244090457.7,27047663.32
Spis_Protein3020,A0A2B4SD93,4840658.377,4963937.223,5845369.375,648007.797,573970.6785,5073290.554,3886.357932,7357690.362,4472707.49,5253773.456
Spis_Protein3021,A0A2B4SD94,592284.6704,267547.5934,24734.64533,2565376.35,2739043.339,562687.3887,54955.52941,75356.96863,3822.064302,377750.0525
Spis_Protein3022,A0A2B4SD96,6237458.739,63383.28854,37598.00206,5257782.754,572776.4024,520390.9931,4080255.224,5733986.293,4230877.781,636558.9097
Spis_Protein3023,A0A2B4SDA6,895833.4737,298803.0076,722930.3643,595408.6784,367782.4253,36308.00795,36353.54865,4068867.391,4352507.335,386977.595
Spis_Protein3024,A0A2B4SDA7,60988.65636,74802.54581,34948.08005,465845.0345,66552.68768,30954.44551,70684.67407,6637.82338,2374.903495,78038.95332
Spis_Protein3025,A0A2B4SDB2,392343.5942,3986030.46,28455.52283,325446.5227,2203933.941,394265.2302,26353.27678,4952852.1,4429230.74,3853405.855
Spis_Protein3026,A0A2B4SDB8,2648059.399,28703228.88,27483653.53,28346965.69,252785.9927,22083000.54,2469.957,262407.3784,2260564.466,20887788.05
Spis_Protein3027,A0A2B4SDC0,555486.2944,4854527.681,527070.442,422899.265,502235.8024,504709.3891,5704323.997,563289.2742,5907662.537,469889.9537
Spis_Protein3028,A0A2B4SDC4,44728.55488,387478.8797,54480.63689,90383.47535,53246.0735,240023.242,279307.8049,430493.9548,848.7503536,232434.835
Spis_Protein3029,A0A2B4SDC6,7794.590264,963959.7249,968099.7246,62888.65944,93595.27438,960082.542,938523.0033,27546.42256,258226.6848,620745.687
Spis_Protein3030,A0A2B4SDD2,3546557.669,2446464.895,28657.87459,362596.6885,2396559.774,2833227.999,2202748.358,453832.9475,2587499.743,3645659.945
Spis_Protein3031,A0A2B4SDD8,7874996.266,4243986.847,644979.0797,392346.0331,388650.8026,366466.7045,367442.8728,3752608.306,355852.4048,36925.87747
Spis_Protein3032,A0A2B4SDD9,756558.0729,6345688.85,6349834.6,252544.5678,5027260.773,6054207.464,5354568.365,6445264.78,6355444.905,7027523.962
Spis_Protein3033,A0A2B4SDE1,703676.5683,487284.6884,524772.7338,76648.79678,805723.0736,475254.6457,69809.37826,675740.2729,403838.4655,68547.4574
Spis_Protein3034,A0A2B4SDE8,273382.8445,382903.545,46209.57868,779257.7455,935254.2457,85976.48686,806478.6722,480936.3259,988976.651,536002.9998
Spis_Protein3035,A0A2B4SDE9,6826.346249,8392889.969,8442055.645,6569370.079,7289854.803,4778529.023,589208.7039,536824.2093,639948.3748,54042.53442
Spis_Protein3036,A0A2B4SDF4,3347576.324,33467.67578,379.62375,4047.924973,547893.4584,287335.8836,984367.3265,454789.6632,594276.0805,374576.2308
Spis_Protein3037,A0A2B4SDG2,7895397.605,5223293.424,2047387.879,3594270.248,353938.3663,960024.9683,789.6046297,86346.52866,3036932.689,36542.07083
Spis_Protein3038,A0A2B4SDG9,3620550.637,687679.8947,497703.7978,2070727.594,3729097.033,663343.2829,84969.8983,483569.2047,3252326.857,922423.071
Spis_Protein3039,A0A2B4SDH3,987440.9544,996609.5979,2884560.905,2295244.207,90805445.6,97685380.35,83453892.9,86932028.63,8926592.322,8530476.807
Spis_Protein3040,A0A2B4SDH5,9087366.485,922572.9201,937464.3466,9436327.653,86043.63707,767007.0209,730557.0566,894424.4045,75373.896,7582982.052
Spis_Protein3041,A0A2B4SDI2,700384.5878,693994.2278,594635.7504,86482.08926,93928.33593,44478.0904,882627.9427,646026.9935,46845.96091,787349.2378
Spis_Protein3042,A0A2B4SDJ1,208595.2294,2538643.329,20582273,2544930.559,2040630.656,7375445.667,5646036.496,669904.8224,4948980.659,6765309.86
Spis_Protein3043,A0A2B4SDJ5,43486406.33,282303895.9,503255360.4,557448.4503,33927873.63,377359283.4,28296427.37,35369865.8,43337054.46,3279444.262
Spis_Protein3044,A0A2B4SDJ8,2957097.594,3267693.401,224770.3258,4064474.847,867360.6056,343090.3566,2542867.723,2940750.428,2903866.038,42269.40286
Spis_Protein3045,A0A2B4SDK1,78075.88352,979967.4247,836235.4348,83937.52556,86009.50044,6223.069839,749407.9373,72069.60868,698889.7083,442030.4062
Spis_Protein3046,A0A2B4SDK2,87477.99926,2668245.558,2985206.732,24928.95966,2498584.926,6554.396406,2696572.355,2672492.25,2479504.264,2508620.67
Spis_Protein3047,A0A2B4SDK5,3407898.407,4708094.369,5267084.692,3220898.809,3485547.905,4375579.854,3724676.904,3287626.288,5685809.475,285882.7885
Spis_Protein3048,A0A2B4SDK9,279740.8609,27862.49501,488275.8706,93533.47094,6399.049039,282376.8447,9873.625398,95654.3965,648249.872,502359.3539
Spis_Protein3049,A0A2B4SDL1,80884.04373,355533.6764,4604.323372,52789.64294,50947.86774,42503.45328,380660.4254,28708.60202,382330.577,45407.84744
Spis_Protein3050,A0A2B4SDL4,890030.0391,975885.7748,3520.453223,248006.485,4725.542253,227390.8605,69696.76092,298937.7237,254366.7845,24499.94038
Spis_Protein3051,A0A2B4SDL5,34262.68097,566220.2772,0.001,0.001,0.782263306,874854.578,984053.3621,9834.466444,792486.797,32.40867973
Spis_Protein3052,A0A2B4SDM1,878498.2958,396523.3638,86956.27704,2480905.678,853473.7238,63360.42747,236205.0769,203535.0797,95722.758,689943.968
Spis_Protein3053,A0A2B4SDM4,0.889508094,0.207880627,200895.323,0.001,880823.3537,258376.8027,9663.724291,200392.8852,86305.67493,2693369.973
Spis_Protein3054,A0A2B4SDM7,226453.5795,95065.87935,2685355.803,240080.9499,2288477.535,44408.02352,57953.8933,502778.8422,60392.09258,50622.98546
Spis_Protein3055,A0A2B4SDN1,36643.2256,530248.0302,287753.0896,639757.0825,633596.4838,333780.3661,830224.0796,24827.89494,696259.4694,739568.6469
Spis_Protein3056,A0A2B4SDN2,0.001,0.001,0.001,9234.660623,44295.99599,668874.729,0.001,89528.0344,83865.48407,908567.309
Spis_Protein3057,A0A2B4SDP0,6957735.777,8075904.037,773355.8006,804735.6434,83370.63597,9393993.665,7766422.384,9368543.289,8688572.822,8545409.573
Spis_Protein3058,A0A2B4SDP2,228357.4355,222876.0445,2345649.859,2076866.835,2060007.799,9735442.608,846844.3562,200725.0537,9686.947482,693338.5658
Spis_Protein3059,A0A2B4SDP9,322053.0869,98385.05574,9059.866241,80420.32864,648330.9907,203356.9284,95749.44404,253357.8052,2669.735784,272592.2734
Spis_Protein3060,A0A2B4SDQ0,20545.6039,903543.6457,2077295.057,2753653.736,209269.6464,2005732.895,9382.47239,2257590.253,2047084.733,2379067.665
Spis_Protein3061,A0A2B4SDQ1,265769.3493,2434320.833,44607.50235,295608.7356,584400.969,3854.967523,3204246.51,286899.2435,2379256.391,295375.399
Spis_Protein3062,A0A2B4SDQ5,4593606.938,4858.685821,447623.0529,539232.9501,539386.4033,4383964.327,605270.67,4763044.531,6302254.901,7286058.527
Spis_Protein3063,A0A2B4SDQ6,64580332.04,5392268.009,56627336.83,564644.075,5669226.344,49823267.89,55443975.04,57267736.78,5070769.664,5880340.099
Spis_Protein3064,A0A2B4SDR4,52662.84626,3646.50306,208987.621,6675.254699,63494.09978,0.246920006,497994.8598,379945.9629,0.001,490309.664
Spis_Protein3065,A0A2B4SDS4,46497.23543,96254.85,0.679644248,6364.39567,0.808724704,87286.67427,0.860588527,370596.2688,325329.5751,468786.5626
Spis_Protein3066,A0A2B4SDS7,275890.4879,25929.54679,8942.694069,53722.39229,598069.9755,33359.78968,777959.7299,88643.96677,969292.044,0.549772464
Spis_Protein3067,A0A2B4SDS9,540332.7728,427943.4436,4966359.434,5570826.939,4296302.526,475757.6904,2792825.797,9292347.266,4667685.392,5030772.45
Spis_Protein3068,A0A2B4SDT2,240397.8598,2267.866097,393329.2975,827992.0741,74062.38697,494498.9666,60066.80776,828233.764,7429.89407,50546.80565
Spis_Protein3069,A0A2B4SDT8,8269676.238,92690586.67,2329350.077,872063.047,9864052.329,22620709.53,90967875.73,6464483.501,20474367.38,7994863.673
Spis_Protein3070,A0A2B4SDU4,4073226.991,430328.6904,4545894.387,43825.23939,343289.461,4497556.347,40472.04985,422770.8323,480002.7357,4038763.548
Spis_Protein3071,A0A2B4SDU8,2756962.695,24775.89658,2484309.307,2766333.691,2462345.046,3322525.589,3008459.666,40320.53505,366696.9458,372562.6352
Spis_Protein3072,A0A2B4SDV0,73463.78281,86483.3224,982272.3925,96632.87058,9338.857477,326.5705499,985377.3333,468088.9638,245650.9236,89650.2443
Spis_Protein3073,A0A2B4SDV5,47275357.66,67795877.57,48378367,4555469.565,36973980.68,4948503.029,460796.9274,38925247.62,52000525.66,39504552.9
Spis_Protein3074,A0A2B4SDV7,4508832.338,450743.7936,408824.3474,49222.04227,3807062.063,329085.3003,4662708.033,3969748.42,447686.075,3576324.546
Spis_Protein3075,A0A2B4SDW6,3672.003996,0.001,0.001,0.001,0.001,54497.49364,527054.6374,429397.4688,2338277.699,349764.2809
Spis_Protein3076,A0A2B4SDY5,23062253.44,2279692.791,2078073.676,99230974.49,2288442.332,229940.4299,438320.2987,89056078.79,3664342.037,49895.45685
Spis_Protein3077,A0A2B4SDY7,667077.2974,692804.2534,77539.09902,6325335.595,56687.78495,6073086.509,4334355.84,738072.3448,672664.4235,56279.70932
Spis_Protein3078,A0A2B4SDZ6,8476.467385,837577.273,7979737.462,39845.96641,7250092.381,963234.0848,7370288.399,9846946.854,936834.563,7587053.399
Spis_Protein3079,A0A2B4SDZ8,22326508.73,256330.8766,47233.74581,9386403.79,20570358.02,747442.4995,804382.6267,7872806.263,68304.36882,2874326.933
Spis_Protein3080,A0A2B4SDZ9,906738.5565,3772946.887,5405963.252,228585.3748,3686020.994,3267052.286,945357.5781,98595.28561,93550.63662,9620684.539
Spis_Protein3081,A0A2B4SE00,376930.2064,3595962.377,4575257.54,43693.95433,3246090.77,3297974.295,2697746.227,2900550.904,940365.467,3045279.377
Spis_Protein3082,A0A2B4SE01,2447765.472,355347.8908,2570577.638,263847.2865,2249673.223,237728.8037,285848.71,359057.0767,402734.7805,3658890.223
Spis_Protein3083,A0A2B4SE07,3709589.951,68430.54587,5924243.31,8994363.452,52694.94053,52975.93545,7000789.274,7806466.931,6686558.766,6555973.875
Spis_Protein3084,A0A2B4SE09,65366.53002,794675.5794,226739.0647,46034.09233,6376959.332,2523663.338,984695.8686,3725340.387,2703657.358,65057.80032
Spis_Protein3085,A0A2B4SE10,273539.4362,2854232.905,23722.44942,3540472.326,235403.2806,2470654.471,3365497.387,2526754.629,2258428.545,2434938.834
Spis_Protein3086,A0A2B4SE11,5982304.427,99058.57378,58664.69973,3056237.94,273539.4086,536596.4477,803546.846,7347609.954,572660.7227,564269.5709
Spis_Protein3087,A0A2B4SE12,22474940.57,22502055.64,9686353.444,7684862.394,6754739.829,200745.4924,7992.389009,245979.03,2099346.621,9234985.222
Spis_Protein3088,A0A2B4SE21,99262.95752,226380.84,2269558.767,722752.5044,25273693.29,9903793.259,874893.2435,725396.988,6420384.844,8005096.65
Spis_Protein3089,A0A2B4SE26,30978.72083,8893.659435,432626.946,26098.07868,322909.8423,4080584.295,973954.264,4660735.828,948445.6897,28545.35567
Spis_Protein3090,A0A2B4SE27,922208.5433,975939.9644,854037.2305,632680.5522,278607.7822,578506.4406,530463.2894,645269.2601,34457.32294,625700.0502
Spis_Protein3091,A0A2B4SE34,2377046.095,982034.2901,22936.67867,35760.5207,672097.2305,96740.26908,786247.3903,269097.0406,2257246.442,326477.2929
Spis_Protein3092,A0A2B4SE35,70655048.93,68465932.99,69383350.43,7992523.099,68023923.25,54265968.59,539933.6674,6090255,57025549.3,576622.6493
Spis_Protein3093,A0A2B4SE39,0.468295469,0.329896536,0.983384836,0.545823933,27354.35358,0.827987777,33900.96086,73257.83389,364638.0321,0.638664007
Spis_Protein3094,A0A2B4SE45,879740.4626,967039.7494,866842.2325,66326.48521,872866.6974,39806.54503,29823.98277,679776.8737,33075.72869,64296.45427
Spis_Protein3095,A0A2B4SE51,2057.758959,209804.9594,3676.605763,2633834.828,964290.2688,3088370.698,290209.9866,258463.3286,2423793.907,282050.2334
Spis_Protein3096,A0A2B4SE53,3966889.278,4605796.704,3709207.43,2682900.623,3428505.503,50049.77694,4828226.939,592346.8935,482077.9698,493453.6485
Spis_Protein3097,A0A2B4SE54,967723.056,725243.0074,449578.3296,838544.9065,799097.5229,6426774.975,55435.79827,505293.2498,692267.0534,4660070.398
Spis_Protein3098,A0A2B4SE56,2065603.97,3970.869532,287286.96,2720597.489,225078.0238,4676784.647,4799333.699,6038036.748,72249.84369,4236990.267
Spis_Protein3099,A0A2B4SE57,430024.6772,37429.74584,3405637.4,3989.834025,325799.28,4232097.283,7406876.25,436233.8472,390509.6373,3742209.342
Spis_Protein3100,A0A2B4SE61,4663398.504,4709999.434,42675.26549,4523053.838,3287408.975,49740.59499,35650.5545,3809.537787,50540.06361,4763000.454
Spis_Protein3101,A0A2B4SE62,3484373.025,223750.5776,454605.5739,2555806.483,350250.5309,362907.7909,489007.4245,4204980.943,233685.784,3545034.337
Spis_Protein3102,A0A2B4SE63,2227756.485,24274.09666,270895.2023,2883322.928,487385.7426,588320.5805,227787.701,494230.2769,27855.9998,90373.70675
Spis_Protein3103,A0A2B4SE64,279828.6877,2078883.046,702397.7683,355446.775,42836.49958,2880792.895,77777.28554,37839.06674,49964.98807,3303206.377
Spis_Protein3104,A0A2B4SE68,76850.79291,96563.29498,863946.6758,32495.27857,695422.4544,254298.9586,8307027.38,8894759.423,9326057.894,7745268.84
Spis_Protein3105,A0A2B4SE71,44003.23236,20330.62702,909562.8099,202354.2731,574593.3409,3067900.996,95687.47651,2353.029943,252628.9442,265639.871
Spis_Protein3106,A0A2B4SE72,2484245.009,837638.4837,3726265.874,92329420.39,88477.42227,5708609.675,9259746.544,66933068.54,46962.3523,98252946
Spis_Protein3107,A0A2B4SE75,969772.4845,8649870.503,2025047.237,945356.8838,9533875.451,28757659.58,30077636.77,9920562.593,2264205.475,553978.6336
Spis_Protein3108,A0A2B4SE78,5787902.33,7495508.822,6426392.636,628080.4082,6520602.262,3968095.023,2534529.258,6200075.747,6062505.4,990087.8853
Spis_Protein3109,A0A2B4SE79,7298997.09,7373309.677,6699079.246,9283665.573,682853.0473,5925488.774,56327.77805,596422.5336,6328438.429,5480542.002
Spis_Protein3110,A0A2B4SE81,443332.8563,4283274.989,39652320.23,3626966.941,27677858.83,4336433.071,35646789.94,4027824.596,5777580.821,477656.5945
Spis_Protein3111,A0A2B4SE83,7978408.481,79575396.23,8670837.399,79563298.95,79386357.78,26252304.86,240866488.7,258229475.6,350865999.4,232606454.3
Spis_Protein3112,A0A2B4SE86,33857.79732,245049.7857,98856.36373,465033.8469,2343750.979,8643969.085,3066004.007,847548.7874,700387.2827,337544.0838
Spis_Protein3113,A0A2B4SE91,296890.4436,549709.379,265035.2663,382230.366,36276.96548,7800380.079,7742688.808,7508372.597,90624.20538,240768.4333
Spis_Protein3114,A0A2B4SE94,48296.39208,364627.2804,8432574.079,2488845.093,947977.6946,8025697.635,8789097.687,83207.88581,7305890.307,946959.0623
Spis_Protein3115,A0A2B4SEA3,2655877.86,230230.8884,2970227.391,240897.0568,274852.7338,2449089.405,23892.75976,722476.6666,235320.2299,2325895.638
Spis_Protein3116,A0A2B4SEA6,28328046.24,22667858.64,23507069.37,2290965.235,2353942.559,224374.8807,2487622.229,22534773.96,222772.4462,9266646.246
Spis_Protein3117,A0A2B4SEA9,88823.47492,6203.703701,857604.8485,856487.748,827494.2935,2504233.359,586430.6093,20263.34495,50054.0724,850572.2398
Spis_Protein3118,A0A2B4SEB0,580338.8048,0.006362387,0.838066657,0.073045644,0.804046273,344267.2462,28573.70385,748427.0284,688486.2486,48935.6206
Spis_Protein3119,A0A2B4SEB4,2323879.31,347769.8233,26625.47091,2975627.798,632062.5805,359289.766,378049.0868,437266.4928,2820979.776,3436560.556
Spis_Protein3120,A0A2B4SEC4,47978.20078,2535.293794,506544.5349,546448.9746,2538.590899,8593.668958,56006.80524,54740.57205,3760.460764,232336.0072
Spis_Protein3121,A0A2B4SED1,766858.7784,8932670.375,796354.4905,6253407.73,823223.541,8983727.439,5883266.956,6278520.056,690486.5706,449295.3078
Spis_Protein3122,A0A2B4SED2,608270.5207,72307.34434,555965.0938,828958.3396,367260.0808,687336.6796,290749.2551,0.733696079,67528.83049,3075.577498
Spis_Protein3123,A0A2B4SEE0,5872705.233,706384.6994,7443958.729,72747.03098,489995.6094,344020.8408,3959407.021,394825.0908,3296749.508,360993.568
Spis_Protein3124,A0A2B4SEE2,204839.2276,637330.4351,726327.2233,830003.9077,87268.57662,39550.78732,66956.69426,64780.957,290770.608,492737.5586
Spis_Protein3125,A0A2B4SEF6,42658.03687,770375.6,805839.9535,64022.59834,979590.4809,70944.92936,936706.9973,909890.7851,986865.987,760642.7578
Spis_Protein3126,A0A2B4SEF7,3875892.037,470339.7845,620300.3328,432960.7379,4968526.653,348642.4069,4035673.356,4704765.467,4635693.87,3066647.951
Spis_Protein3127,A0A2B4SEF9,885375.2864,4332267.934,663390.8231,233563.5896,37887.54251,580968.2595,67320534.92,55682936.68,9528934.365,64672779.21
Spis_Protein3128,A0A2B4SEG5,309778.4268,0.209576432,320289.4436,0.230297669,43695.48941,72737.95986,568306.669,548360.08,640637.3254,0.369997864
Spis_Protein3129,A0A2B4SEG7,2560.348457,4224209.896,3327457.765,302025.9793,2932938.377,2876325.043,2298995.893,23868.39205,3352503.491,220460.2936
Spis_Protein3130,A0A2B4SEG8,2044074.729,2238275.924,2353343.355,297592.5083,2397526.34,20854.49433,93530.5201,2355074.45,204768.2348,2068752.341
Spis_Protein3131,A0A2B4SEH1,362087.544,636068.6265,7552.246571,42794.77028,7534.595897,225978.3027,547833.7335,238373.4629,9705.676035,75474.7251
Spis_Protein3132,A0A2B4SEH2,982403.7255,76563.8302,52346.56505,8832252.987,26868365.29,9683273.569,2606664.273,24257877.65,24870400.54,9474334.94
Spis_Protein3133,A0A2B4SEH6,423739.7853,5074897.893,5248002.281,2737478.43,52596040.95,2476874.341,46724578.02,45334285.06,42440203.04,36258656.36
Spis_Protein3134,A0A2B4SEH8,8200537.679,654223.5749,46744.83925,25456757.48,5873452.445,39737.5949,2292063.208,470684.4504,227063.3297,7909250.923
Spis_Protein3135,A0A2B4SEH9,430204.6277,265425.0689,52884.98524,57560.29805,43854.38694,72309.90697,86970.97454,997633.7772,834640.5224,8066.853748
Spis_Protein3136,A0A2B4SEI2,5402684.346,456949.2939,2739540.496,3008882.484,2789509.959,22435308,4496789.328,2700826.53,334677.0605,3833082.587
Spis_Protein3137,A0A2B4SEI4,3674533.605,4497695.709,5636233.883,4795959.301,4688534.333,806207.9209,345347.4652,2225792.864,280556.363,2202422.267
Spis_Protein3138,A0A2B4SEI7,0.001,0.001,0.001,69435.38404,0.001,205062.0752,2207988.378,885849.9333,9020.607231,245460.6777
Spis_Protein3139,A0A2B4SEI9,487290.4865,27354.58935,9462.459426,26745.63787,49586.93599,76898.0466,9335.635337,72748.88033,328494.5763,0.707743039
Spis_Protein3140,A0A2B4SEJ3,360266.3736,96802.80998,5630.798624,70052.73054,89785.34454,982946.6595,44725.03629,5549.532504,53674.67004,66738.07444
Spis_Protein3141,A0A2B4SEJ4,772380.6803,7559984.907,2288769.46,20670927.35,2070683.097,739393.6439,5637495.837,5793300.6,3945878.627,5294730.73
Spis_Protein3142,A0A2B4SEJ6,358266.2576,548892.4899,45768.07496,325656.8508,68835.84906,305990.4704,2777272.289,338403.4686,29554.64774,227673.4299
Spis_Protein3143,A0A2B4SEK0,0.001,0.001,0.001,0.001,0.001,23328.53247,2602488.747,59924.50661,0.001,736247.2396
Spis_Protein3144,A0A2B4SEK4,23587.37606,767642.4846,424036.5593,6263.808926,352933.5257,560508.5066,3308656.352,297399.599,25322.95994,639589.4584
Spis_Protein3145,A0A2B4SEK6,2823489.957,9978496.374,8767209.978,6799398.56,697049.7284,7472354.846,7358478.324,777660.4022,7473502.227,7229924.565
Spis_Protein3146,A0A2B4SEK9,906056.5349,24274.0644,7559.643735,939475.7472,32068.7355,633826.8824,839335.6426,682984.6988,8372.460469,760354.9743
Spis_Protein3147,A0A2B4SEM4,5034748.739,99680398.77,4949957.592,85495424.26,936827.9202,66834386.05,60267594.64,58088.05679,8252499.626,5592227.78
Spis_Protein3148,A0A2B4SEM8,292657.0435,950497.2556,2286827.445,2338738.364,2028396.292,0.622036779,532722.0994,0.9799004,425384.555,35948.27967
Spis_Protein3149,A0A2B4SEN6,99660.22783,59685.96589,764970.5933,22465.93807,8044.937252,9044505.23,883409.5009,84243.38859,9899433.694,470768.6557
Spis_Protein3150,A0A2B4SEN8,2770579.473,2255033.075,47579778.34,3054373.899,30879499.35,38074494.54,2607032.873,2033649.835,5826348.836,7408.946739
Spis_Protein3151,A0A2B4SEN9,354625.4023,5638380.328,462473.9424,4979403.262,52878.89748,426030.6322,4446350.872,3459284.285,3526532.249,3575856.488
Spis_Protein3152,A0A2B4SEP2,7432856.01,827838.8426,6289586.282,7890555.73,934843.8805,5829324.909,467494.8346,6684340.264,4957359.965,6657749.743
Spis_Protein3153,A0A2B4SEP4,64347.96328,27847.72854,90997.7457,2276.532665,3379.547657,203920.2481,76967.57348,504822.6445,339042.0649,280086.0573
Spis_Protein3154,A0A2B4SEP5,3845542.908,76076.89957,294762.6445,66972.26007,44640.34792,457735.8908,2007852.037,625658.9073,205277.7355,234884.8246
Spis_Protein3155,A0A2B4SEQ3,82520.69888,2063466.797,878778.9537,232630.8384,959958.7093,2064640.944,80497.39834,865726.9836,435979.5264,39252.62552
Spis_Protein3156,A0A2B4SES1,2494298.844,299023.1,4076206.043,3353966.454,36539.88375,3356659.087,33238.63886,3229649.486,3724589.092,3306325.679
Spis_Protein3157,A0A2B4SES2,27823.04559,0.625809838,0.628055959,0.267370936,267688.7798,5255850.682,206875.5647,348973.4254,2242970.385,8393908.258
Spis_Protein3158,A0A2B4SES4,34984.05667,308083.8565,4458.889438,355980.0258,347785.7579,43275.9428,39823.75428,45396.42002,0.839673628,486290.375
Spis_Protein3159,A0A2B4SES5,5537036.893,5269852.837,60087075.75,533398.0505,56547436.91,47558458.67,40032046.86,44642333.47,689725.9266,42809879.23
Spis_Protein3160,A0A2B4SET1,25224.0901,42937.48037,496578.9245,583606.4826,0.557323435,37336.47292,55290.39281,94056.7966,490064.0837,224697.7982
Spis_Protein3161,A0A2B4SET2,399947.5827,4522730.94,4320499.627,587754.4787,48757.43094,2849.997086,2682502.929,298086.2808,2600927.47,2059798.043
Spis_Protein3162,A0A2B4SET4,958896.7934,37330870.49,40350007.27,32345240.29,30952908.06,39469575.6,36038626.57,24708467.5,52894497.24,32009637.9
Spis_Protein3163,A0A2B4SET9,885448.0885,267704.0438,38329.87706,683754.5659,859628.698,4059539.563,609299.2926,64472.98037,27899.25893,483537.8984
Spis_Protein3164,A0A2B4SEU5,2245323.575,305557.2925,2662737.821,3586760.651,250974.6002,3367237.565,2555435.331,2746396.835,3594265.495,274042.4604
Spis_Protein3165,A0A2B4SEV1,955908.0327,505479.244,447885.3426,690872.4443,459425.835,59427.66484,2473.379353,502556.3389,492546.4054,866089.9448
Spis_Protein3166,A0A2B4SEV8,4597680.868,4339975.209,4647267.075,528609.5958,482680.0643,323359.0046,420883.0408,5303202.493,3949552.035,5262044.404
Spis_Protein3167,A0A2B4SEW0,9586.925243,0.389226377,0.07903609,0.095776974,2723.280589,434032.544,7843.733973,77349.7635,29772.37671,645444.0338
Spis_Protein3168,A0A2B4SEW1,920500.6636,99577659.56,8089250.594,9393432.28,8820707.801,80806669.6,70477790.46,92976553.78,74286902.59,773690.4444
Spis_Protein3169,A0A2B4SEW3,255338.8965,96369.58045,273223.3524,39005.64494,269862.889,93999.47896,29.352829,3077.660427,6999.00767,43795.05676
Spis_Protein3170,A0A2B4SEW4,3897045.947,294265.585,422580.8396,3479746.469,50485.45905,235774.761,2858526.604,294983.6465,26787.48797,2905056.385
Spis_Protein3171,A0A2B4SEW7,568428.7959,587486.3867,626748.5872,6557768.23,4706687.854,7358458.868,6050886.675,679025.6891,862530.8866,758646.9623
Spis_Protein3172,A0A2B4SEX0,5775252.063,989006.3,88467.83434,5936537.069,855633.8088,663606.5976,59867.09569,32789.56579,58540.02596,543987.5067
Spis_Protein3173,A0A2B4SEX2,47266305.86,42596698.49,40776827.08,4927550.589,4403060.098,4005945.059,3607487.796,426399.4958,3722858.003,37545385.35
Spis_Protein3174,A0A2B4SEX3,444788.7557,54799.09203,894385.0726,2345479.303,592282.5653,553367.5853,43456.90866,579977.5469,672492.981,3664.057293
Spis_Protein3175,A0A2B4SEX4,2557347.42,262807.2268,23268.75247,2270820.647,909335.6088,2633765.868,2609420.629,2508272.453,2749608.439,274777.5761
Spis_Protein3176,A0A2B4SEX5,2284.862629,326084.7535,535822.3773,23346.62802,428492.5766,3332243.068,2004337.867,869623.3849,3574443.239,24290.95867
Spis_Protein3177,A0A2B4SEY1,292850.4971,3056900.639,354852.2224,2655098.473,3357888.569,3000864.595,297270.2024,20006.24768,2877534.56,3046072.689
Spis_Protein3178,A0A2B4SEY4,2490929.689,2464794.678,256072.4605,2743947.024,2444998.209,244735.6923,284205.6797,287364.9865,256267.0608,2347306.442
Spis_Protein3179,A0A2B4SEY5,39804.69664,256037.8285,2039830.947,2460096.943,685584.9945,0.837023053,280822.449,276276.6849,688598.7203,359083.455
Spis_Protein3180,A0A2B4SEY9,2882442.499,274668.3096,275904.0833,28993.92203,273553.098,3425438.234,3598254.537,38989.47747,3069836.33,388786.5759
Spis_Protein3181,A0A2B4SEZ4,2486543.73,524492.8347,2038049.356,225550.7474,2237287.05,229885.967,2539970.903,785756.4266,699793.4579,88800.23394
Spis_Protein3182,A0A2B4SEZ7,4403749.746,3879660.644,4087409.063,426650.0237,3477833.959,4646069.405,3678349.698,3509040.732,4347228.061,398549.9926
Spis_Protein3183,A0A2B4SF00,2546076.407,798932.2355,222430.436,388399.733,499998.9636,8349097.683,5779582.905,8406893.754,8574436.84,2433534.374
Spis_Protein3184,A0A2B4SF06,65007.96679,725663.9262,26584.68031,99600.26426,668643.3693,93593.56989,475348.4305,23858.40664,845236.5893,39884.03709
Spis_Protein3185,A0A2B4SF12,4642066.438,5307647.001,6225263.266,58782278.47,5033873.967,48993575.7,4957680.099,523708.2587,5340670.837,498008.2764
Spis_Protein3186,A0A2B4SF15,2655976.777,2878847.347,3037458.706,302382.6743,303993.4647,2678764.057,222436.7625,2447305.986,22468.8558,223298.5995
Spis_Protein3187,A0A2B4SF16,799895.0294,544662.9693,4828.070949,492267.9607,568500.5485,57574.53933,594907.6851,745230.9331,56709.57526,70298.90946
Spis_Protein3188,A0A2B4SF18,956623.6009,857570.4597,233975.4556,703445.5207,6049.658721,2856943.566,94659.86075,2098949.407,228603.807,994225.0776
Spis_Protein3189,A0A2B4SF21,72625.89203,233807.6793,28765.38209,775462.8774,3275275.044,8556024.245,702053.0837,697339.0463,8326445.332,608729.4979
