gene_id,SRR3051863,SRR3051864,SRR3051865,SRR3051866,SRR3051867,SRR3051868,SRR3051869,SRR3051870,SRR3051871
Pocillopora_acuta_HIv2___RNAseq.g14529.t1,9,26,21,2,3,0,0,15,11
Pocillopora_acuta_HIv2___RNAseq.g22215.t1,0,0,0,2,0,2,0,1,0
Pocillopora_acuta_HIv2___TS.g26471.t1,0,1,0,0,0,0,3,0,2
Pocillopora_acuta_HIv2___RNAseq.g25376.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10323.t1,44,38,50,41,66,81,61,49,48
Pocillopora_acuta_HIv2___RNAseq.g5226.t1,171,179,181,537,381,419,452,429,390
Pocillopora_acuta_HIv2___RNAseq.g2590.t1,2,10,0,0,0,2,3,0,12
Pocillopora_acuta_HIv2___RNAseq.g12425.t1,2235,3192,3033,1119,1375,1271,1555,1644,1772
Pocillopora_acuta_HIv2___RNAseq.g23086.t1,17,6,9,318,168,460,383,101,667
Pocillopora_acuta_HIv2___RNAseq.g19856.t1,306,348,415,419,406,347,324,329,411
Pocillopora_acuta_HIv2___RNAseq.g28621.t1b,29,47,81,33,20,33,92,139,114
Pocillopora_acuta_HIv2___TS.g29062.t1,0,0,3,0,3,14,5,8,14
Pocillopora_acuta_HIv2___TS.g25099.t2,751,1149,1453,727,1067,969,989,1059,1007
Pocillopora_acuta_HIv2___RNAseq.g439.t1,134,175,243,198,240,186,126,123,131
Pocillopora_acuta_HIv2___TS.g28215.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g43.t1,11,14,5,0,0,2,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g1492.t1,2835,3786,4019,4649,5650,4115,2292,2455,2300
Pocillopora_acuta_HIv2___RNAseq.g27248.t1,9,5,10,6,8,4,0,0,6
Pocillopora_acuta_HIv2___RNAseq.g20230.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g26473.t1,0,0,0,0,0,0,1,2,5
Pocillopora_acuta_HIv2___RNAseq.g30132.t1,796,1105,1551,250,347,353,330,413,391
Pocillopora_acuta_HIv2___RNAseq.g16580.t1,0,1,2,1,1,1,3,1,1
Pocillopora_acuta_HIv2___RNAseq.g29969.t1,98,103,144,93,61,98,121,83,82
Pocillopora_acuta_HIv2___RNAseq.g29335.t1,20,14,39,51,26,47,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8918.t1,5,6,7,2,0,0,27,15,18
Pocillopora_acuta_HIv2___TS.g14213.t1,12,16,14,10,5,19,37,48,58
Pocillopora_acuta_HIv2___TS.g18770.t2,184,562,384,131,77,37,173,54,85
Pocillopora_acuta_HIv2___TS.g24550.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17414.t1,551,737,855,784,868,1090,867,829,889
Pocillopora_acuta_HIv2___TS.g2787.t1,223,399,322,10,34,20,105,89,84
Pocillopora_acuta_HIv2___RNAseq.17079_t,38,36,31,11,13,27,39,41,22
Pocillopora_acuta_HIv2___RNAseq.g25231.t1,2140,2520,3426,1507,1482,1428,3148,2476,2507
Pocillopora_acuta_HIv2___RNAseq.g4812.t1c,0,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g28603.t1,627,642,874,270,165,342,384,424,476
Pocillopora_acuta_HIv2___RNAseq.g8443.t1,100,194,151,89,142,88,462,172,546
Pocillopora_acuta_HIv2___RNAseq.g10017.t1,0,15,22,0,1,0,17,31,38
Pocillopora_acuta_HIv2___TS.g15565.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17416.t1,353,456,547,697,595,1391,681,743,705
Pocillopora_acuta_HIv2___RNAseq.g5647.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8113.t1,5,35,6,0,0,10,22,5,14
Pocillopora_acuta_HIv2___RNAseq.g21638.t1,18,35,70,29,44,33,36,49,55
Pocillopora_acuta_HIv2___RNAseq.g10967.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6073.t1,36,49,53,15,21,11,4,12,5
Pocillopora_acuta_HIv2___RNAseq.g17109.t1,0,13,30,815,710,574,945,1243,1051
Pocillopora_acuta_HIv2___TS.g4885.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28202.t1,0,0,6,9,17,16,444,389,327
Pocillopora_acuta_HIv2___RNAseq.g8719.t1,2,9,9,5,4,15,6,3,8
Pocillopora_acuta_HIv2___TS.g18513.t1,47,85,97,22,19,25,47,57,62
Pocillopora_acuta_HIv2___RNAseq.g165.t1,881,1390,1447,833,854,921,1392,1116,1222
Pocillopora_acuta_HIv2___RNAseq.g3099.t1,307,387,472,74,65,37,90,88,156
Pocillopora_acuta_HIv2___RNAseq.g15057.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19085.t1,0,0,0,0,0,0,974,616,592
Pocillopora_acuta_HIv2___TS.g24552.t2,0,12,25,0,0,0,124,108,127
Pocillopora_acuta_HIv2___RNAseq.g16851.t2,4,3,9,0,0,0,7,7,0
Pocillopora_acuta_HIv2___RNAseq.25008_t,6,0,0,0,0,5,10,19,15
Pocillopora_acuta_HIv2___RNAseq.g18295.t1,121,225,233,219,242,163,153,123,97
Pocillopora_acuta_HIv2___RNAseq.g3401.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g3463.t1,830,997,1202,1760,2115,1403,1510,1511,1317
Pocillopora_acuta_HIv2___RNAseq.g14149.t1,617,837,868,553,763,652,544,529,546
Pocillopora_acuta_HIv2___RNAseq.g17780.t1,1030,1159,1779,829,931,990,2066,1959,2315
Pocillopora_acuta_HIv2___RNAseq.g14337.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21850.t1,0,5,1,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g25233.t1,402,546,593,126,180,276,300,228,253
Pocillopora_acuta_HIv2___RNAseq.g19417.t1,0,21,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1041.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23300.t1,93,73,144,10,10,3,70,88,85
Pocillopora_acuta_HIv2___TS.g6097.t1a,17,26,37,7,0,5,11,15,9
Pocillopora_acuta_HIv2___TS.g6097.t1b,0,9,3,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g6430.t2,1172,1328,1549,821,1225,986,1162,1109,1071
Pocillopora_acuta_HIv2___RNAseq.g14551.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10464.t1,762,1084,1086,707,764,933,998,1048,896
Pocillopora_acuta_HIv2___RNAseq.g31213.t1,0,0,3,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g2363.t1,5,1,0,2,7,1,2,3,2
Pocillopora_acuta_HIv2___RNAseq.g12328.t1,120,127,168,200,285,245,139,99,114
Pocillopora_acuta_HIv2___RNAseq.g20614.t1,8,0,0,20,24,29,11,0,0
Pocillopora_acuta_HIv2___RNAseq.g17782.t1,22,55,80,402,445,271,241,267,193
Pocillopora_acuta_HIv2___RNAseq.g8756.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1671.t1,10,0,44,105,91,232,195,223,314
Pocillopora_acuta_HIv2___TS.g2473.t1,6,12,14,1,4,8,9,12,11
Pocillopora_acuta_HIv2___RNAseq.g2716.t1,1161,1212,1482,701,626,728,3528,3226,2861
Pocillopora_acuta_HIv2___RNAseq.g4679.t1,129,212,193,175,233,259,642,594,477
Pocillopora_acuta_HIv2___RNAseq.g1536.t1,0,10,12,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1321.t1,778,999,1175,287,355,397,1753,1810,1687
Pocillopora_acuta_HIv2___RNAseq.g22756.t1,0,4,7,0,0,0,49,94,135
Pocillopora_acuta_HIv2___RNAseq.g29724.t1,0,0,0,0,3,0,0,3,6
Pocillopora_acuta_HIv2___TS.g23895.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8252.t1,222,171,302,46,33,74,274,296,243
Pocillopora_acuta_HIv2___RNAseq.g7892.t1,151,239,228,225,309,325,143,166,229
Pocillopora_acuta_HIv2___TS.g23074.t1,70,21,24,170,117,136,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31063.t1,201,217,354,260,248,182,420,335,280
Pocillopora_acuta_HIv2___RNAseq.g31211.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18001.t1,105,195,210,219,153,332,750,693,849
Pocillopora_acuta_HIv2___RNAseq.g30170.t1,334,609,530,195,243,234,942,758,973
Pocillopora_acuta_HIv2___RNAseq.g973.t1,29,38,30,0,0,8,22,0,22
Pocillopora_acuta_HIv2___RNAseq.g8386.t1,0,0,2,4,0,0,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g20616.t1,5,27,24,0,9,12,27,32,13
Pocillopora_acuta_HIv2___TS.g11326.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g24470.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28861.t1,105,86,62,136,104,170,67,55,49
Pocillopora_acuta_HIv2___RNAseq.g28783.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21786.t1,0,0,0,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g588.t1,1,18,8,6,4,1,3,3,0
Pocillopora_acuta_HIv2___TS.g26977.t1,412,559,623,230,216,262,564,527,562
Pocillopora_acuta_HIv2___RNAseq.g25153.t1,86,106,146,10,29,0,322,376,419
Pocillopora_acuta_HIv2___TS.g6195.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2773.t1a,0,6,0,0,0,0,0,8,0
Pocillopora_acuta_HIv2___RNAseq.g2773.t1b,0,7,9,14,0,0,0,0,7
Pocillopora_acuta_HIv2___RNAseq.g2773.t1c,0,0,0,7,14,0,0,5,0
Pocillopora_acuta_HIv2___RNAseq.g7905.t1,41,54,54,16,10,19,9,14,13
Pocillopora_acuta_HIv2___RNAseq.26145_t,0,0,0,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g12746.t1,784,1029,1404,4349,3471,3039,1279,1439,1282
Pocillopora_acuta_HIv2___TS.g20885.t1,1648,2071,2536,1168,995,1442,1773,1680,1799
Pocillopora_acuta_HIv2___RNAseq.g18291.t1,4,10,0,9,0,0,35,17,40
Pocillopora_acuta_HIv2___RNAseq.g25249.t1,126,163,119,66,90,89,91,80,86
Pocillopora_acuta_HIv2___RNAseq.g14166.t1,6,5,7,0,1,1,10,9,9
Pocillopora_acuta_HIv2___TS.g26391.t1,461,600,629,388,555,423,555,544,400
Pocillopora_acuta_HIv2___RNAseq.9201_t,444,974,699,148,115,97,196,203,134
Pocillopora_acuta_HIv2___RNAseq.g30496.t1,110,250,206,313,238,305,205,145,170
Pocillopora_acuta_HIv2___RNAseq.g11688.t1,22,28,51,17,10,12,36,39,34
Pocillopora_acuta_HIv2___RNAseq.g14274.t1,3,3,3,0,0,2,2,0,4
Pocillopora_acuta_HIv2___RNAseq.g3106.t1,0,7,3,0,3,7,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g5235.t1,32,32,41,11,15,45,91,66,103
Pocillopora_acuta_HIv2___TS.g27307.t1,211,308,364,256,300,224,619,582,543
Pocillopora_acuta_HIv2___RNAseq.g7781.t1,110,188,198,166,238,203,197,271,210
Pocillopora_acuta_HIv2___RNAseq.g25812.t1,0,0,0,0,0,0,3,14,9
Pocillopora_acuta_HIv2___RNAseq.g17993.t1b,100,121,186,32,19,23,328,239,369
Pocillopora_acuta_HIv2___RNAseq.g17993.t1a,46,57,63,15,11,35,191,143,260
Pocillopora_acuta_HIv2___RNAseq.1463_t,319,400,447,283,320,297,245,264,250
Pocillopora_acuta_HIv2___RNAseq.g24089.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14276.t1,0,0,3,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20820.t1,156,153,154,146,161,210,152,194,168
Pocillopora_acuta_HIv2___RNAseq.g18320.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7253.t1,103,222,112,15,17,41,208,233,235
Pocillopora_acuta_HIv2___TS.g16136.t1,0,0,0,0,0,0,0,0,2
Pocillopora_acuta_HIv2___TS.g20922.t1,470,965,604,38,58,19,46,38,53
Pocillopora_acuta_HIv2___RNAseq.g26749.t1,97,123,114,29,41,31,66,94,70
Pocillopora_acuta_HIv2___RNAseq.g28234.t1,34,53,64,18,13,23,32,37,38
Pocillopora_acuta_HIv2___TS.g20756.t1,0,0,0,0,0,0,6,0,4
Pocillopora_acuta_HIv2___RNAseq.g8100.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24414.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25568.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31000.t1,3222,3693,3555,2630,2792,3436,7100,4790,5992
Pocillopora_acuta_HIv2___RNAseq.g15630.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17019.t1,137,45,123,97,60,99,89,124,120
Pocillopora_acuta_HIv2___TS.g26005.t1,49,120,78,0,15,0,200,272,208
Pocillopora_acuta_HIv2___RNAseq.g10040.t1,62,508,104,0,12,0,192,152,228
Pocillopora_acuta_HIv2___RNAseq.g26318.t2,230,323,338,207,177,238,423,412,321
Pocillopora_acuta_HIv2___RNAseq.g19165.t1,966,1530,1699,853,816,1092,1836,1857,1320
Pocillopora_acuta_HIv2___TS.g19398.t1,0,0,0,0,0,0,0,0,7
Pocillopora_acuta_HIv2___TS.g23912.t1,0,7,14,0,0,0,8,10,12
Pocillopora_acuta_HIv2___RNAseq.g13445.t1,165,296,213,619,932,604,583,504,625
Pocillopora_acuta_HIv2___RNAseq.g346.t1,142,175,240,0,23,70,172,141,175
Pocillopora_acuta_HIv2___TS.g7213.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9480.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13384.t1,0,0,0,8,0,0,16,7,22
Pocillopora_acuta_HIv2___RNAseq.g19415.t1,256,317,396,76,75,15,25,9,18
Pocillopora_acuta_HIv2___TS.g2471.t1,137,290,248,84,100,56,85,66,94
Pocillopora_acuta_HIv2___RNAseq.g19529.t1,0,0,0,0,0,2,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30848.t1,28,0,0,0,0,12,51,38,31
Pocillopora_acuta_HIv2___RNAseq.g2322.t1b,365,596,607,2483,1914,1939,1240,1141,843
Pocillopora_acuta_HIv2___TS.g16134.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15362.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g31735.t2,2870,4216,5130,2998,3530,3450,9280,9523,8610
Pocillopora_acuta_HIv2___RNAseq.g21910.t1,123,127,99,81,123,197,69,54,77
Pocillopora_acuta_HIv2___RNAseq.4983_t,0,7,10,0,0,0,46,34,34
Pocillopora_acuta_HIv2___RNAseq.g26539.t1,9,12,12,9,16,12,11,14,6
Pocillopora_acuta_HIv2___RNAseq.g15737.t1,615,746,946,648,567,621,695,668,790
Pocillopora_acuta_HIv2___TS.g19950.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5038.t1,74,169,160,13,15,23,66,113,83
Pocillopora_acuta_HIv2___TS.g28487.t1,8,1,14,5,6,7,13,7,11
Pocillopora_acuta_HIv2___TS.g17585.t2b,131,169,186,87,73,28,11,14,17
Pocillopora_acuta_HIv2___RNAseq.g3471.t1,23,15,24,12,11,2,1,1,1
Pocillopora_acuta_HIv2___TS.g1846.t1,198,365,332,197,170,225,210,268,285
Pocillopora_acuta_HIv2___RNAseq.g12255.t1,6,13,8,10,8,18,7,22,14
Pocillopora_acuta_HIv2___TS.g12827.t1,32,95,100,18,13,41,65,40,31
Pocillopora_acuta_HIv2___RNAseq.g25617.t1,0,0,5,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1473.t1,73,112,122,12,18,31,22,20,27
Pocillopora_acuta_HIv2___TS.g11645.t2a,15,16,40,70,65,68,43,30,35
Pocillopora_acuta_HIv2___TS.g11645.t2b,171,277,380,900,1030,722,381,440,334
Pocillopora_acuta_HIv2___TS.g25153.t1,142,237,290,188,88,248,569,536,519
Pocillopora_acuta_HIv2___RNAseq.g533.t1,0,7,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6857.t1,0,0,0,0,8,0,64,111,25
Pocillopora_acuta_HIv2___RNAseq.g31226.t1,0,0,0,0,0,0,0,1,0
Pocillopora_acuta_HIv2___TS.g13508.t1,631,1098,725,277,414,491,106,116,139
Pocillopora_acuta_HIv2___RNAseq.g16548.t1,548,779,1099,1504,1190,1585,919,1165,882
Pocillopora_acuta_HIv2___RNAseq.g6529.t1,42,93,83,21,13,22,9,7,5
Pocillopora_acuta_HIv2___RNAseq.g29717.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g11514.t1,14,18,27,4,0,0,7,13,6
Pocillopora_acuta_HIv2___RNAseq.g13197.t1,7,17,14,4,0,11,18,11,12
Pocillopora_acuta_HIv2___RNAseq.g31224.t1,0,0,0,0,0,0,0,0,3
Pocillopora_acuta_HIv2___RNAseq.g25615.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21912.t1,208,307,304,112,141,174,362,430,411
Pocillopora_acuta_HIv2___RNAseq.g14741.t1,312,311,436,371,489,358,458,385,368
Pocillopora_acuta_HIv2___RNAseq.g24863.t1,0,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18314.t1,0,0,5,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g1984.t2,8,11,15,3,1,10,6,3,14
Pocillopora_acuta_HIv2___RNAseq.g12257.t1,28,15,45,0,0,16,32,45,44
Pocillopora_acuta_HIv2___RNAseq.g17537.t1,13,0,0,0,13,0,84,41,71
Pocillopora_acuta_HIv2___TS.g14363.t1,5424,6287,5166,3080,3159,2577,3739,3295,3422
Pocillopora_acuta_HIv2___RNAseq.g18842.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g960.t1,2,0,0,0,0,0,4,4,3
Pocillopora_acuta_HIv2___TS.g28329.t1,98,130,173,199,221,126,16,22,32
Pocillopora_acuta_HIv2___RNAseq.g9366.t2,7,13,14,0,0,1,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g13315.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29715.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g833.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8214.t1,48,104,63,17,45,51,83,77,56
Pocillopora_acuta_HIv2___TS.g27024.t1,46,69,56,38,44,45,23,10,25
Pocillopora_acuta_HIv2___RNAseq.g19684.t1,0,0,0,0,0,0,0,0,1
Pocillopora_acuta_HIv2___RNAseq.g11228.t1,709,1174,1033,423,500,465,604,468,714
Pocillopora_acuta_HIv2___RNAseq.g25954.t1,0,0,10,2,0,0,2,3,5
Pocillopora_acuta_HIv2___TS.g124.t1,92,101,144,31,19,38,120,108,135
Pocillopora_acuta_HIv2___RNAseq.g13061.t1a,663,922,1167,697,702,746,974,965,1079
Pocillopora_acuta_HIv2___RNAseq.g13061.t1c,132,143,185,770,829,848,467,396,479
Pocillopora_acuta_HIv2___RNAseq.g13061.t1b,10,17,24,54,63,57,58,53,30
Pocillopora_acuta_HIv2___RNAseq.445_t,361,608,812,313,352,741,1392,1335,1205
Pocillopora_acuta_HIv2___RNAseq.g12055.t1,13,14,35,0,0,0,9,15,13
Pocillopora_acuta_HIv2___RNAseq.g2272.t1,1174,1496,1967,473,470,390,543,567,563
Pocillopora_acuta_HIv2___TS.g14742.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8728.t1,541,856,1038,257,324,483,734,782,651
Pocillopora_acuta_HIv2___RNAseq.g21895.t1,0,2,0,3,0,2,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g5271.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21759.t1,145,195,208,965,729,416,490,367,434
Pocillopora_acuta_HIv2___RNAseq.g3113.t1,17,27,30,14,5,16,10,8,12
Pocillopora_acuta_HIv2___RNAseq.g8102.t1,26,48,41,323,493,206,30,15,23
Pocillopora_acuta_HIv2___TS.g934.t1,23,24,28,18,24,30,25,39,33
Pocillopora_acuta_HIv2___RNAseq.g17535.t1,425,497,632,778,989,1078,1209,1299,1576
Pocillopora_acuta_HIv2___TS.g18633.t1,0,0,0,0,0,4,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16606.t1,0,0,0,0,0,0,2,2,1
Pocillopora_acuta_HIv2___RNAseq.g2714.t1,109,182,199,39,25,41,96,96,62
Pocillopora_acuta_HIv2___RNAseq.g23525.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25956.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18840.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5638.t1,23,24,54,0,13,21,64,86,78
Pocillopora_acuta_HIv2___TS.g16100.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9364.t1,58,69,55,0,0,47,5,3,8
Pocillopora_acuta_HIv2___TS.g13335.t1,0,3,4,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g25310.t1,203,227,235,202,205,178,105,198,154
Pocillopora_acuta_HIv2___TS.g25174.t1,79,98,100,35,26,64,22,27,21
Pocillopora_acuta_HIv2___TS.g11585.t1,187,233,341,627,740,476,659,526,536
Pocillopora_acuta_HIv2___RNAseq.g14542.t1,0,0,0,0,0,9,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g97.t1,0,0,11,0,5,0,4,0,2
Pocillopora_acuta_HIv2___RNAseq.g30045.t1,3,0,3,0,0,0,6,1,3
Pocillopora_acuta_HIv2___RNAseq.g29605.t1,142,151,168,32,40,41,72,71,70
Pocillopora_acuta_HIv2___RNAseq.g6039.t1,55,104,119,61,45,71,201,226,179
Pocillopora_acuta_HIv2___RNAseq.g24901.t1,187,223,299,397,316,311,75,77,87
Pocillopora_acuta_HIv2___RNAseq.g3021.t1,168,272,300,293,323,269,202,244,233
Pocillopora_acuta_HIv2___RNAseq.g8216.t1,141,251,346,44,44,56,166,197,212
Pocillopora_acuta_HIv2___RNAseq.g15122.t1,507,648,857,356,246,310,399,372,412
Pocillopora_acuta_HIv2___RNAseq.g21709.t1,3435,9355,8827,36658,34990,27032,24056,22742,23465
Pocillopora_acuta_HIv2___RNAseq.g27421.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g7617.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13136.t3,704,1159,1205,811,697,817,1173,1089,1219
Pocillopora_acuta_HIv2___TS.g7617.t1c,1062,1015,1519,1421,1965,2161,2186,1876,2738
Pocillopora_acuta_HIv2___TS.g7617.t1b,0,0,0,0,0,0,10,0,10
Pocillopora_acuta_HIv2___RNAseq.24446_t,372,452,672,272,356,310,444,414,391
Pocillopora_acuta_HIv2___RNAseq.g256.t2,139,259,209,169,114,178,439,401,449
Pocillopora_acuta_HIv2___RNAseq.g1498.t1,0,0,0,0,0,0,3,1,0
Pocillopora_acuta_HIv2___RNAseq.g26991.t1,61,167,110,27,18,0,63,58,28
Pocillopora_acuta_HIv2___RNAseq.g16604.t1,11,12,13,20,13,13,9,7,17
Pocillopora_acuta_HIv2___TS.g25294.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g979.t1,17348,20163,18427,15016,17898,14034,14921,12383,13156
Pocillopora_acuta_HIv2___RNAseq.13716_t,1277,1985,1989,2074,2621,1910,2130,2232,1943
Pocillopora_acuta_HIv2___RNAseq.g9065.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9884.t1,123,253,209,70,89,62,152,167,132
Pocillopora_acuta_HIv2___RNAseq.g1449.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7259.t1,587,990,1004,630,539,841,944,994,820
Pocillopora_acuta_HIv2___RNAseq.g95.t1,0,4,5,0,0,0,1,0,4
Pocillopora_acuta_HIv2___TS.g12130.t1,129,148,162,171,197,148,165,105,129
Pocillopora_acuta_HIv2___RNAseq.g2249.t1,40,72,60,136,131,153,622,937,751
Pocillopora_acuta_HIv2___RNAseq.g13859.t1,462,475,488,825,1014,451,309,260,281
Pocillopora_acuta_HIv2___RNAseq.g21746.t1,214,376,396,162,148,166,801,541,746
Pocillopora_acuta_HIv2___TS.g6625.t2,70,69,73,23,27,50,70,62,74
Pocillopora_acuta_HIv2___RNAseq.g28723.t1,99,116,138,150,65,79,101,132,99
Pocillopora_acuta_HIv2___RNAseq.g14991.t1,12,20,4,7,0,0,4,5,14
Pocillopora_acuta_HIv2___RNAseq.g13134.t1,268,361,334,221,322,208,124,52,111
Pocillopora_acuta_HIv2___TS.g23153.t1,0,4,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23141.t1,677,595,634,685,730,596,692,626,621
Pocillopora_acuta_HIv2___RNAseq.g15757.t1,7,18,14,4,0,0,108,118,93
Pocillopora_acuta_HIv2___RNAseq.g29338.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19388.t1,0,2,5,1,0,3,4,13,1
Pocillopora_acuta_HIv2___RNAseq.g22762.t1,127,175,239,155,214,196,211,117,137
Pocillopora_acuta_HIv2___TS.g20668.t2,52,60,32,72,23,111,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1614.t1,73,121,105,8,17,15,58,61,61
Pocillopora_acuta_HIv2___TS.g3085.t1a,36,50,57,155,164,323,619,693,673
Pocillopora_acuta_HIv2___RNAseq.30356_t,6,0,0,0,0,0,6,6,0
Pocillopora_acuta_HIv2___RNAseq.g17726.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18452.t1,0,0,0,0,0,0,3,0,3
Pocillopora_acuta_HIv2___TS.g13540.t1,5,8,7,3,0,0,37,36,36
Pocillopora_acuta_HIv2___TS.g10828.t1,157,215,221,239,230,227,270,199,207
Pocillopora_acuta_HIv2___RNAseq.g29199.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22798.t1,117,254,109,53,44,111,173,127,226
Pocillopora_acuta_HIv2___RNAseq.g21138.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21396.t1,600,739,881,909,1218,651,925,794,774
Pocillopora_acuta_HIv2___RNAseq.g7857.t1,982,1387,1577,1763,2115,1493,1793,1457,1518
Pocillopora_acuta_HIv2___RNAseq.g2206.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8812.t1,4,0,3,2,8,3,5,12,8
