gene_id,SRR3051863,SRR3051864,SRR3051865,SRR3051866,SRR3051867,SRR3051868,SRR3051869,SRR3051870,SRR3051871
Pocillopora_acuta_HIv2___RNAseq.g18983.t1,1,1,0,35,6,71,2,2,4
Pocillopora_acuta_HIv2___TS.g28155.t1,83,125,127,160,147,150,219,177,179
Pocillopora_acuta_HIv2___RNAseq.g20886.t1,0,0,2,0,0,0,7,2,6
Pocillopora_acuta_HIv2___TS.g5787.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20088.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1885.t1,163,314,259,73,120,159,780,700,642
Pocillopora_acuta_HIv2___RNAseq.g13274.t1a,23,47,50,10,59,30,62,48,48
Pocillopora_acuta_HIv2___RNAseq.g4540.t1,52,175,175,45,0,32,54,59,42
Pocillopora_acuta_HIv2___RNAseq.g9541.t1,43,40,39,15,26,31,100,82,96
Pocillopora_acuta_HIv2___RNAseq.g10732.t1,38,48,36,14,0,0,0,21,21
Pocillopora_acuta_HIv2___TS.g15385.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g3304.t1,1038,1255,1410,1990,2105,2430,1775,1751,1875
Pocillopora_acuta_HIv2___RNAseq.g15849.t1,66,90,133,1024,542,939,242,295,326
Pocillopora_acuta_HIv2___RNAseq.g13662.t1,431,656,677,501,570,486,871,761,866
Pocillopora_acuta_HIv2___RNAseq.g15263.t1,497,585,589,778,785,626,874,687,728
Pocillopora_acuta_HIv2___TS.g19353.t1,19,53,37,0,0,0,59,56,56
Pocillopora_acuta_HIv2___RNAseq.g18023.t1,22,21,30,10,16,17,26,26,32
Pocillopora_acuta_HIv2___RNAseq.g1156.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3177.t1,24,74,39,6,8,5,70,34,56
Pocillopora_acuta_HIv2___RNAseq.g24155.t1,649,945,1067,1225,1269,1072,1594,1384,1244
Pocillopora_acuta_HIv2___RNAseq.g8516.t1,86,123,51,57,42,41,103,59,49
Pocillopora_acuta_HIv2___RNAseq.g10957.t1,266,397,391,257,390,310,684,653,587
Pocillopora_acuta_HIv2___RNAseq.g15677.t1,0,0,0,0,0,0,3,0,3
Pocillopora_acuta_HIv2___RNAseq.g23411.t1,3,4,4,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17788.t1,0,0,4,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8258.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16434.t1,0,0,0,0,0,0,8,0,8
Pocillopora_acuta_HIv2___TS.g492.t1,12,16,15,20,17,25,11,17,14
Pocillopora_acuta_HIv2___RNAseq.g8514.t1,24,28,41,0,5,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.24319_t,173,195,259,136,54,42,275,305,330
Pocillopora_acuta_HIv2___TS.g25921.t2,935,1476,1414,1438,1425,1225,736,730,821
Pocillopora_acuta_HIv2___RNAseq.g17883.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17085.t1,18,24,31,0,0,0,20,29,9
Pocillopora_acuta_HIv2___TS.g15899.t2,202,209,311,482,508,350,343,320,249
Pocillopora_acuta_HIv2___RNAseq.g9182.t2,26,69,41,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g19910.t1,37,69,98,20,17,22,25,27,53
Pocillopora_acuta_HIv2___RNAseq.g14021.t1,109,200,184,330,444,349,137,92,149
Pocillopora_acuta_HIv2___RNAseq.g24946.t1,44,123,110,191,293,256,255,252,187
Pocillopora_acuta_HIv2___TS.g23870.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16436.t1,459,582,812,537,579,709,851,771,841
Pocillopora_acuta_HIv2___RNAseq.g12404.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12011.t1,12,5,4,119,65,117,4,1,2
Pocillopora_acuta_HIv2___RNAseq.g28620.t1,21,49,46,5,0,12,22,18,17
Pocillopora_acuta_HIv2___RNAseq.g21063.t1,3,2,4,2,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g19180.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g13626.t1,0,0,2,2,0,2,6,4,5
Pocillopora_acuta_HIv2___RNAseq.g14061.t1,92,93,165,113,116,160,1120,945,1235
Pocillopora_acuta_HIv2___RNAseq.g6981.t1,1077,1198,1598,591,612,580,763,511,765
Pocillopora_acuta_HIv2___RNAseq.g19094.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29417.t1,2,6,4,0,0,0,0,2,3
Pocillopora_acuta_HIv2___RNAseq.g30670.t1,5,26,21,16,5,5,5,0,1
Pocillopora_acuta_HIv2___RNAseq.g29679.t1,393,458,540,325,284,302,344,251,311
Pocillopora_acuta_HIv2___RNAseq.g9993.t1,36,24,36,3,0,0,20,4,19
Pocillopora_acuta_HIv2___TS.g2191.t1,6,12,14,1,4,8,9,12,11
Pocillopora_acuta_HIv2___RNAseq.g23434.t1,74,100,134,125,66,90,180,152,192
Pocillopora_acuta_HIv2___RNAseq.g28812.t1,46,49,61,25,53,55,41,71,35
Pocillopora_acuta_HIv2___RNAseq.g17881.t1,1,0,1,0,0,0,0,8,0
Pocillopora_acuta_HIv2___RNAseq.g17640.t1,0,4,0,0,3,2,2,4,6
Pocillopora_acuta_HIv2___RNAseq.g4979.t1,1002,1338,1797,1468,1361,1208,1817,1638,1232
Pocillopora_acuta_HIv2___RNAseq.g11788.t1,20,32,37,59,36,91,55,51,35
Pocillopora_acuta_HIv2___RNAseq.g20468.t1,113,173,186,242,211,381,361,353,309
Pocillopora_acuta_HIv2___RNAseq.g22679.t1,10,53,21,12,25,19,25,10,17
Pocillopora_acuta_HIv2___TS.g26651.t1,1235,1784,2063,2463,2402,1802,1569,1234,1235
Pocillopora_acuta_HIv2___RNAseq.g7839.t1,1557,2329,3064,846,834,1018,1028,1025,1067
Pocillopora_acuta_HIv2___RNAseq.g13279.t1,303,388,420,216,165,129,342,140,190
Pocillopora_acuta_HIv2___RNAseq.10316_t,12,5,7,0,0,4,8,7,0
Pocillopora_acuta_HIv2___RNAseq.g12406.t1,11,50,36,31,50,34,120,132,89
Pocillopora_acuta_HIv2___RNAseq.g17691.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19008.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28622.t1,9,17,16,0,9,11,19,34,27
Pocillopora_acuta_HIv2___TS.g21588.t1,0,0,7,0,0,0,22,50,49
Pocillopora_acuta_HIv2___RNAseq.g13565.t1,145,232,250,137,187,279,372,374,310
Pocillopora_acuta_HIv2___RNAseq.g15922.t1,228,300,323,195,178,265,166,161,200
Pocillopora_acuta_HIv2___RNAseq.g8279.t1,940,1094,1345,1954,2112,1653,900,787,855
Pocillopora_acuta_HIv2___RNAseq.g29515.t1,5,14,0,0,0,0,2,3,3
Pocillopora_acuta_HIv2___RNAseq.g28484.t1,0,0,0,0,0,4,0,6,0
Pocillopora_acuta_HIv2___TS.g16094.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29636.t1,0,0,0,0,4,4,0,0,1
Pocillopora_acuta_HIv2___RNAseq.g5437.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5437.t1c,0,0,0,4,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5437.t1a,13,22,35,7,0,0,20,28,20
Pocillopora_acuta_HIv2___RNAseq.g19188.t1,145,166,178,48,40,66,48,33,51
Pocillopora_acuta_HIv2___RNAseq.g3190.t1,28,66,42,8,6,61,89,99,94
Pocillopora_acuta_HIv2___TS.g1310.t1,394,700,498,148,126,64,110,87,184
Pocillopora_acuta_HIv2___RNAseq.g11506.t1,20,41,35,16,23,39,68,28,46
Pocillopora_acuta_HIv2___RNAseq.g22161.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4153.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9826.t1,3,2,4,1,0,5,7,19,8
Pocillopora_acuta_HIv2___RNAseq.g17642.t1,0,0,0,8,0,0,8,22,8
Pocillopora_acuta_HIv2___TS.g29797.t1,15,16,22,84,52,84,21,18,25
Pocillopora_acuta_HIv2___TS.g13882.t1c,702,940,872,696,721,997,1407,1278,1620
Pocillopora_acuta_HIv2___TS.g13882.t1b,0,0,19,0,0,0,0,0,6
Pocillopora_acuta_HIv2___TS.g13882.t1a,0,0,12,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22163.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30749.t1,91,129,203,30,19,18,221,244,266
Pocillopora_acuta_HIv2___TS.g20950.t1,229,347,335,27,30,6,53,42,57
Pocillopora_acuta_HIv2___RNAseq.g9689.t1,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31086.t1,58,78,137,77,52,68,209,189,177
Pocillopora_acuta_HIv2___RNAseq.g13209.t1,459,605,665,245,304,335,331,332,325
Pocillopora_acuta_HIv2___RNAseq.g1982.t1,87,97,100,158,77,231,124,126,187
Pocillopora_acuta_HIv2___RNAseq.g23748.t1,372,542,655,252,359,373,348,348,393
Pocillopora_acuta_HIv2___TS.g5680.t1,0,0,0,0,0,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g7036.t1,123,102,137,19,40,51,150,150,100
Pocillopora_acuta_HIv2___RNAseq.g14023.t1,69,126,121,10,0,12,23,18,29
Pocillopora_acuta_HIv2___TS.g16096.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21267.t1,1790,1753,2600,1682,1368,1570,475,491,450
Pocillopora_acuta_HIv2___RNAseq.g28208.t1,4,5,9,4,3,4,30,9,32
Pocillopora_acuta_HIv2___RNAseq.g10515.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29967.t1,1380,2039,2519,794,639,1094,2240,2163,2336
Pocillopora_acuta_HIv2___RNAseq.g4151.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22104.t1,204,281,351,198,220,295,275,291,312
Pocillopora_acuta_HIv2___RNAseq.g27167.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25752.t1,137,178,226,124,118,161,198,231,169
Pocillopora_acuta_HIv2___RNAseq.g1576.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8989.t1,0,0,16,0,7,12,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21818.t1,14,33,13,5,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10517.t1,58,53,93,40,77,54,119,100,76
Pocillopora_acuta_HIv2___TS.g3984.t2,161,145,195,123,92,174,230,240,233
Pocillopora_acuta_HIv2___TS.g13394.t1,78,180,111,26,13,22,46,51,91
Pocillopora_acuta_HIv2___RNAseq.20079_t,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31084.t2,1353,1823,2208,1724,1913,1683,2039,1809,1749
Pocillopora_acuta_HIv2___RNAseq.g6358.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30909.t1,214,417,413,932,666,685,779,813,774
Pocillopora_acuta_HIv2___RNAseq.g25750.t1,53,72,133,15,10,19,182,163,181
Pocillopora_acuta_HIv2___RNAseq.g1574.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g5424.t1,32,66,29,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25182.t1,257,420,482,346,424,318,359,339,280
Pocillopora_acuta_HIv2___RNAseq.g21265.t1,87,88,133,545,620,406,293,241,231
Pocillopora_acuta_HIv2___RNAseq.g22709.t1,71,11,23,497,444,499,31,23,38
Pocillopora_acuta_HIv2___RNAseq.g2520.t1,274,549,543,439,365,315,541,524,562
Pocillopora_acuta_HIv2___RNAseq.g26533.t1,2,0,0,0,0,0,1,0,0
Pocillopora_acuta_HIv2___TS.g19119.t1a,708,1042,1256,736,883,889,967,898,881
Pocillopora_acuta_HIv2___TS.g19119.t1b,1,0,1,0,1,1,3,3,1
Pocillopora_acuta_HIv2___TS.g19119.t1c,579,816,933,396,349,615,1137,1189,1216
Pocillopora_acuta_HIv2___RNAseq.g12899.t1,7,3,7,3,3,4,10,8,13
Pocillopora_acuta_HIv2___RNAseq.g28029.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2089.t1,22,45,49,17,21,23,44,50,31
Pocillopora_acuta_HIv2___RNAseq.g9180.t1,742,1027,1055,331,258,499,712,809,734
Pocillopora_acuta_HIv2___RNAseq.g2317.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30352.t1,7,7,13,0,0,0,3,4,3
Pocillopora_acuta_HIv2___TS.g25758.t1,1,2,1,2,0,0,5,5,5
Pocillopora_acuta_HIv2___RNAseq.g30440.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30440.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31123.t1,1,0,0,1,0,1,4,0,0
Pocillopora_acuta_HIv2___TS.g26479.t1,0,3,3,1,0,3,2,3,3
Pocillopora_acuta_HIv2___TS.g23334.t1,20,20,23,23,13,26,54,31,46
Pocillopora_acuta_HIv2___TS.g19292.t1,13,28,0,0,36,31,30,28,33
Pocillopora_acuta_HIv2___RNAseq.g18235.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g24561.t1,0,8,0,0,0,7,7,0,0
Pocillopora_acuta_HIv2___TS.g10632.t1,158,235,328,54,0,79,255,97,227
Pocillopora_acuta_HIv2___RNAseq.g25180.t1,32088,35890,33399,21893,29017,18476,15356,13161,15522
Pocillopora_acuta_HIv2___RNAseq.g7752.t1a,159,171,172,299,284,237,185,168,132
Pocillopora_acuta_HIv2___TS.g5426.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15396.t1,46,67,106,167,180,216,236,238,184
Pocillopora_acuta_HIv2___RNAseq.g28789.t1,5,4,18,0,6,9,9,14,21
Pocillopora_acuta_HIv2___RNAseq.g26695.t1,145,160,178,72,37,62,95,64,100
Pocillopora_acuta_HIv2___RNAseq.g7898.t1,72,167,88,56,24,139,0,10,60
Pocillopora_acuta_HIv2___RNAseq.g15163.t1,72,53,40,66,68,132,254,274,280
Pocillopora_acuta_HIv2___TS.g13500.t1,0,0,0,23,17,20,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17444.t1,692,983,1273,300,187,349,807,755,725
Pocillopora_acuta_HIv2___RNAseq.g28673.t1,188,129,167,910,995,654,236,304,382
Pocillopora_acuta_HIv2___RNAseq.g6110.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17872.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25243.t2,211,301,315,185,268,282,463,368,390
Pocillopora_acuta_HIv2___RNAseq.g27148.t1,0,0,2,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g10232.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g6305.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12378.t1,35,52,33,85,40,105,397,327,393
Pocillopora_acuta_HIv2___RNAseq.g27609.t1,369,457,416,88,51,116,196,298,185
Pocillopora_acuta_HIv2___RNAseq.g27240.t1,1,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___TS.g30037.t1a,12,18,28,8,9,20,16,12,19
Pocillopora_acuta_HIv2___TS.g30037.t1b,25,29,37,14,17,31,14,27,14
Pocillopora_acuta_HIv2___RNAseq.g16092.t1,189,217,262,151,155,164,135,133,147
Pocillopora_acuta_HIv2___RNAseq.g28671.t1,462,561,672,264,203,313,674,782,706
Pocillopora_acuta_HIv2___RNAseq.g19999.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1026.t1,403,591,630,654,793,620,761,777,644
Pocillopora_acuta_HIv2___RNAseq.g18237.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21576.t1,273,356,494,468,521,412,299,214,297
Pocillopora_acuta_HIv2___RNAseq.g3725.t1,1197,1672,1781,1827,1965,1856,1719,1598,1499
Pocillopora_acuta_HIv2___RNAseq.g18328.t2,25,58,73,0,0,0,30,20,37
Pocillopora_acuta_HIv2___RNAseq.g18542.t1,143,296,360,101,84,121,515,521,574
Pocillopora_acuta_HIv2___RNAseq.g23462.t1,5,12,0,2,6,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13816.t1,1445,2121,2698,1675,1464,1791,2060,2004,2017
Pocillopora_acuta_HIv2___RNAseq.g21216.t1,217,340,371,40,28,116,461,513,542
Pocillopora_acuta_HIv2___RNAseq.g26484.t1,384,444,632,85,70,145,208,238,256
Pocillopora_acuta_HIv2___RNAseq.g25224.t1,222,333,259,71,69,93,277,301,306
Pocillopora_acuta_HIv2___RNAseq.g16672.t1,119,194,175,113,144,154,204,239,240
Pocillopora_acuta_HIv2___RNAseq.g16023.t1,73,154,135,79,65,96,205,212,331
Pocillopora_acuta_HIv2___RNAseq.g6408.t1,0,0,0,0,0,1,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16961.t1,838,1454,1760,719,669,838,2080,2204,2437
Pocillopora_acuta_HIv2___RNAseq.g23313.t1,3,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g22442.t1,271,467,395,778,1049,561,407,475,451
Pocillopora_acuta_HIv2___TS.g19887.t1,0,0,0,9,0,0,173,148,190
Pocillopora_acuta_HIv2___RNAseq.g3727.t1,533,694,870,114,163,92,183,183,192
Pocillopora_acuta_HIv2___RNAseq.g18540.t1,618,887,1010,96,88,51,75,98,82
Pocillopora_acuta_HIv2___RNAseq.g8362.t1,0,0,0,0,0,0,85,37,55
Pocillopora_acuta_HIv2___TS.g30558.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23836.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23709.t1,46,126,56,6,4,9,52,17,53
Pocillopora_acuta_HIv2___RNAseq.g4039.t1,319,580,664,136,0,91,1077,827,1022
Pocillopora_acuta_HIv2___RNAseq.g11220.t1,919,1410,1503,444,454,588,1094,965,933
Pocillopora_acuta_HIv2___RNAseq.g17750.t1,13,41,24,0,0,7,0,0,12
Pocillopora_acuta_HIv2___RNAseq.g12904.t1,19,30,32,12,0,0,10,8,28
Pocillopora_acuta_HIv2___RNAseq.g13693.t1,117,143,163,178,138,133,585,453,622
Pocillopora_acuta_HIv2___TS.g29356.t2,1034,1481,1654,2102,2175,1765,1929,1903,1562
Pocillopora_acuta_HIv2___RNAseq.g22700.t1,27,37,38,0,0,0,13,8,17
Pocillopora_acuta_HIv2___RNAseq.g13635.t1,254,351,371,55,102,133,192,159,218
Pocillopora_acuta_HIv2___RNAseq.g1969.t1,132,205,208,17,29,21,150,132,188
Pocillopora_acuta_HIv2___RNAseq.g12906.t1,14,0,31,0,0,5,14,12,0
Pocillopora_acuta_HIv2___TS.g24677.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25522.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10560.t1,31,63,103,39,51,79,95,98,115
Pocillopora_acuta_HIv2___RNAseq.g20568.t1,0,0,1,0,3,0,0,0,6
Pocillopora_acuta_HIv2___TS.g21276.t1,8,10,17,14,7,12,9,7,7
Pocillopora_acuta_HIv2___RNAseq.g23460.t1,0,2,0,0,1,0,0,0,1
Pocillopora_acuta_HIv2___RNAseq.g7881.t1,16,20,27,0,0,0,50,63,76
Pocillopora_acuta_HIv2___RNAseq.g11842.t1,1081,1699,1803,1266,1154,1535,1204,1071,1179
Pocillopora_acuta_HIv2___RNAseq.g26531.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13.t1,0,0,0,0,0,0,49,36,41
Pocillopora_acuta_HIv2___TS.g1198.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30388.t1,76,83,116,48,42,77,495,609,392
Pocillopora_acuta_HIv2___RNAseq.g5863.t1,0,0,6,0,0,4,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2945.t1,1,0,3,0,0,0,23,28,6
Pocillopora_acuta_HIv2___RNAseq.g11056.t1,494,622,877,638,806,618,1185,992,1041
Pocillopora_acuta_HIv2___TS.g25396.t1,223,376,435,137,178,214,321,351,274
Pocillopora_acuta_HIv2___TS.g8058.t1,0,0,9,0,0,0,10,4,4
Pocillopora_acuta_HIv2___RNAseq.g11073.t1,445,418,575,249,355,126,108,40,93
Pocillopora_acuta_HIv2___RNAseq.g19465.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20457.t1,0,0,0,0,0,1,0,0,0
Pocillopora_acuta_HIv2___RNAseq.5999_t,0,0,0,0,0,5,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21106.t1,46,59,47,8,3,0,26,7,16
Pocillopora_acuta_HIv2___TS.g19616.t2a,249,872,335,15,29,55,325,304,353
Pocillopora_acuta_HIv2___TS.g19616.t2b,1866,4334,2074,469,409,615,3943,2809,3647
Pocillopora_acuta_HIv2___RNAseq.g30764.t1,71,129,103,62,37,77,96,114,84
Pocillopora_acuta_HIv2___TS.g18523.t1,4,3,3,4,5,9,9,0,1
Pocillopora_acuta_HIv2___RNAseq.g10190.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13156.t1,257,277,324,298,415,407,255,274,290
Pocillopora_acuta_HIv2___RNAseq.g28108.t1,1003,1799,1613,279,403,561,869,757,1052
Pocillopora_acuta_HIv2___RNAseq.g7376.t1,0,0,0,0,0,0,0,0,4
Pocillopora_acuta_HIv2___RNAseq.g8343.t1,256,485,438,52,0,34,183,173,143
Pocillopora_acuta_HIv2___TS.g17595.t2,180,287,312,299,222,317,204,176,221
Pocillopora_acuta_HIv2___RNAseq.g9331.t1,106,100,137,16,45,77,66,107,47
Pocillopora_acuta_HIv2___TS.g27610.t3,203,296,287,80,107,115,233,196,192
Pocillopora_acuta_HIv2___RNAseq.g21104.t1,25,116,36,8,16,52,114,81,79
Pocillopora_acuta_HIv2___RNAseq.g20420.t1,406,628,784,448,563,562,739,710,673
Pocillopora_acuta_HIv2___RNAseq.g16574.t1,16,54,12,0,0,0,19,5,9
Pocillopora_acuta_HIv2___RNAseq.g28129.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24592.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g3875.t2,129,177,218,81,91,67,102,119,131
Pocillopora_acuta_HIv2___RNAseq.g21296.t1,420,478,698,402,464,447,493,517,583
Pocillopora_acuta_HIv2___TS.g15306.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7374.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12009.t1,8,10,3,0,7,4,0,3,3
Pocillopora_acuta_HIv2___TS.g9476.t1,3,4,10,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g21294.t1,23,18,30,7,7,8,16,12,16
Pocillopora_acuta_HIv2___RNAseq.g1325.t1,155,141,216,169,175,192,166,172,140
Pocillopora_acuta_HIv2___RNAseq.g19734.t1,15,39,35,11,9,6,31,19,36
Pocillopora_acuta_HIv2___RNAseq.g10192.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.24673_t,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3912.t1,41,40,59,122,101,111,81,104,93
Pocillopora_acuta_HIv2___RNAseq.g4122.t1,214,408,651,142,60,277,659,663,716
Pocillopora_acuta_HIv2___TS.g5141.t1,196,318,320,64,64,81,335,310,355
Pocillopora_acuta_HIv2___RNAseq.g15269.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23193.t1,55,62,26,174,197,293,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18200.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3910.t1,147,180,208,19,48,1,9,19,9
Pocillopora_acuta_HIv2___RNAseq.g16090.t1,1781,2676,3306,3649,4112,3404,3620,3725,3393
Pocillopora_acuta_HIv2___RNAseq.g10716.t1a,67,117,120,11,9,7,4,1,13
Pocillopora_acuta_HIv2___RNAseq.g10716.t1b,317,690,390,101,72,159,515,447,471
Pocillopora_acuta_HIv2___RNAseq.g15208.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27046.t1,0,0,0,0,0,0,8,0,9
Pocillopora_acuta_HIv2___RNAseq.g25374.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23191.t1,29,46,15,117,103,180,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16644.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7060.t1,0,0,0,0,0,0,59,99,72
Pocillopora_acuta_HIv2___TS.g30659.t1,25,39,15,13,20,26,152,114,147
Pocillopora_acuta_HIv2___RNAseq.g22532.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g28189.t2,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g18665.t1,6,8,16,9,11,3,8,0,3
Pocillopora_acuta_HIv2___TS.g13870.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1186.t1,0,0,0,0,5,0,5,0,5
Pocillopora_acuta_HIv2___RNAseq.g17357.t1,0,0,0,6,5,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10206.t1,36,3,4,326,163,354,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6050.t1,356,437,572,596,823,824,1005,827,772
Pocillopora_acuta_HIv2___RNAseq.g6659.t1,0,0,0,0,0,0,9,22,0
Pocillopora_acuta_HIv2___RNAseq.g21603.t1,133,254,237,619,660,870,812,794,852
Pocillopora_acuta_HIv2___RNAseq.g24909.t1,495,679,662,800,902,738,811,761,667
Pocillopora_acuta_HIv2___RNAseq.g13691.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1354.t1,3,0,3,0,0,3,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30130.t1,7,0,6,2,0,1,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g23084.t1,19,50,24,50,29,31,124,147,150
Pocillopora_acuta_HIv2___TS.g21753.t1,0,12,6,0,0,0,18,9,9
Pocillopora_acuta_HIv2___RNAseq.g11716.t1,31,20,27,28,28,34,36,29,29
Pocillopora_acuta_HIv2___RNAseq.g15435.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30729.t1,31,105,125,0,0,18,1015,850,944
Pocillopora_acuta_HIv2___RNAseq.g17355.t1,7,0,0,72,66,39,0,0,0
Pocillopora_acuta_HIv2___TS.g148.t1,69,86,168,42,67,58,48,43,55
